tg_path,singer,duration_s,n_tiers,tier_names,n_word,n_phone,n_mix,n_falsetto,n_breathy,n_pharyngeal,n_vibrato,n_glissando,n_global
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0012.TextGrid,EN-Tenor-1,9.71,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,17,49,49.0,49.0,49.0,49.0,49.0,49.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0002.TextGrid,EN-Tenor-1,14.023,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0013.TextGrid,EN-Tenor-1,9.0,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,30,30.0,30.0,30.0,30.0,30.0,30.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0000.TextGrid,EN-Tenor-1,8.332,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0001.TextGrid,EN-Tenor-1,8.402,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,37,37.0,37.0,37.0,37.0,37.0,37.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0004.TextGrid,EN-Tenor-1,8.852,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0014.TextGrid,EN-Tenor-1,8.657,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,31,31.0,31.0,31.0,31.0,31.0,31.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0006.TextGrid,EN-Tenor-1,13.013,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,61,61.0,61.0,61.0,61.0,61.0,61.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0009.TextGrid,EN-Tenor-1,10.602,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,21,21.0,21.0,21.0,21.0,21.0,21.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0007.TextGrid,EN-Tenor-1,21.903,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,35,97,97.0,97.0,97.0,97.0,97.0,97.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0003.TextGrid,EN-Tenor-1,9.263,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,39,39.0,39.0,39.0,39.0,39.0,39.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0008.TextGrid,EN-Tenor-1,8.314,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,30,30.0,30.0,30.0,30.0,30.0,30.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0010.TextGrid,EN-Tenor-1,9.851,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,3,3,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Control_Group/0005.TextGrid,EN-Tenor-1,9.153,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0011.TextGrid,EN-Tenor-1,9.856,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0012.TextGrid,EN-Tenor-1,9.941,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,49,49.0,49.0,49.0,49.0,49.0,49.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0002.TextGrid,EN-Tenor-1,12.764,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0013.TextGrid,EN-Tenor-1,9.192,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0000.TextGrid,EN-Tenor-1,8.496,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0001.TextGrid,EN-Tenor-1,8.41,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,39,39.0,39.0,39.0,39.0,39.0,39.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0004.TextGrid,EN-Tenor-1,8.406,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0014.TextGrid,EN-Tenor-1,9.298,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,30,30.0,30.0,30.0,30.0,30.0,30.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0006.TextGrid,EN-Tenor-1,12.741,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,61,61.0,61.0,61.0,61.0,61.0,61.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0009.TextGrid,EN-Tenor-1,9.149,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,19,19.0,19.0,19.0,19.0,19.0,19.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0007.TextGrid,EN-Tenor-1,24.881,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,40,102,102.0,102.0,102.0,102.0,102.0,102.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0003.TextGrid,EN-Tenor-1,8.057,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,39,39.0,39.0,39.0,39.0,39.0,39.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0008.TextGrid,EN-Tenor-1,7.821,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0010.TextGrid,EN-Tenor-1,10.746,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,3,3,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Shallow/Breathy_Group/0005.TextGrid,EN-Tenor-1,8.147,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0011.TextGrid,EN-Tenor-1,4.412,2,word|phone,12,35,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,4.532,2,word|phone,15,38,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,4.502,2,word|phone,14,38,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,6.415,2,word|phone,18,51,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,5.824,2,word|phone,15,38,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,5.971,2,word|phone,20,56,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0009.TextGrid,EN-Tenor-1,6.502,2,word|phone,21,62,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,6.982,2,word|phone,23,67,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,6.186,2,word|phone,17,42,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,5.531,2,word|phone,21,59,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0010.TextGrid,EN-Tenor-1,3.031,2,word|phone,7,26,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,4.245,2,word|phone,15,35,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0011.TextGrid,EN-Tenor-1,8.585,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0002.TextGrid,EN-Tenor-1,8.25,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0000.TextGrid,EN-Tenor-1,7.793,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,37,37.0,37.0,37.0,37.0,37.0,37.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0001.TextGrid,EN-Tenor-1,8.697,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,49,49.0,49.0,49.0,49.0,49.0,49.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0004.TextGrid,EN-Tenor-1,8.013,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0006.TextGrid,EN-Tenor-1,8.783,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,55,55.0,55.0,55.0,55.0,55.0,55.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0009.TextGrid,EN-Tenor-1,10.384,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,60,60.0,60.0,60.0,60.0,60.0,60.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0007.TextGrid,EN-Tenor-1,10.394,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,63,63.0,63.0,63.0,63.0,63.0,63.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0003.TextGrid,EN-Tenor-1,8.963,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,40,40.0,40.0,40.0,40.0,40.0,40.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0008.TextGrid,EN-Tenor-1,9.164,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,58,58.0,58.0,58.0,58.0,58.0,58.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0010.TextGrid,EN-Tenor-1,6.953,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,7,26,26.0,26.0,26.0,26.0,26.0,26.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Control_Group/0005.TextGrid,EN-Tenor-1,8.525,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0011.TextGrid,EN-Tenor-1,9.165,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0002.TextGrid,EN-Tenor-1,8.024,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0000.TextGrid,EN-Tenor-1,8.222,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,38,38.0,38.0,38.0,38.0,38.0,38.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0001.TextGrid,EN-Tenor-1,8.692,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,48,48.0,48.0,48.0,48.0,48.0,48.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0004.TextGrid,EN-Tenor-1,8.453,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0006.TextGrid,EN-Tenor-1,8.953,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,57,57.0,57.0,57.0,57.0,57.0,57.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0009.TextGrid,EN-Tenor-1,10.785,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,61,61.0,61.0,61.0,61.0,61.0,61.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0007.TextGrid,EN-Tenor-1,10.434,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,22,64,64.0,64.0,64.0,64.0,64.0,64.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0003.TextGrid,EN-Tenor-1,8.662,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0008.TextGrid,EN-Tenor-1,9.393,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,22,60,60.0,60.0,60.0,60.0,60.0,60.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0010.TextGrid,EN-Tenor-1,7.992,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,26,26.0,26.0,26.0,26.0,26.0,26.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Long Live/Breathy_Group/0005.TextGrid,EN-Tenor-1,8.183,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0011.TextGrid,EN-Tenor-1,6.535,2,word|phone,28,78,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0012.TextGrid,EN-Tenor-1,7.477,2,word|phone,27,71,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,7.175,2,word|phone,22,66,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0013.TextGrid,EN-Tenor-1,1.713,2,word|phone,6,15,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,6.112,2,word|phone,21,63,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,3.612,2,word|phone,11,30,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,6.972,2,word|phone,22,56,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,4.842,2,word|phone,15,43,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0009.TextGrid,EN-Tenor-1,2.612,2,word|phone,10,26,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,2.543,2,word|phone,6,15,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,3.032,2,word|phone,11,28,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,5.795,2,word|phone,19,53,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0010.TextGrid,EN-Tenor-1,5.592,2,word|phone,24,61,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,8.058,2,word|phone,31,85,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0011.TextGrid,EN-Tenor-1,8.034,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,28,78,78.0,78.0,78.0,78.0,78.0,78.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0012.TextGrid,EN-Tenor-1,12.397,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,26,71,71.0,71.0,71.0,71.0,71.0,71.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0002.TextGrid,EN-Tenor-1,8.144,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,63,63.0,63.0,63.0,63.0,63.0,63.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0013.TextGrid,EN-Tenor-1,7.265,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,15,15.0,15.0,15.0,15.0,15.0,15.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0000.TextGrid,EN-Tenor-1,8.083,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,60,60.0,60.0,60.0,60.0,60.0,60.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0001.TextGrid,EN-Tenor-1,6.774,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0004.TextGrid,EN-Tenor-1,7.782,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,50,50.0,50.0,50.0,50.0,50.0,50.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0006.TextGrid,EN-Tenor-1,6.302,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,43,43.0,43.0,43.0,43.0,43.0,43.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0009.TextGrid,EN-Tenor-1,6.702,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,25,25.0,25.0,25.0,25.0,25.0,25.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0007.TextGrid,EN-Tenor-1,7.381,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,7,16,16.0,16.0,16.0,16.0,16.0,16.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0003.TextGrid,EN-Tenor-1,6.594,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0008.TextGrid,EN-Tenor-1,10.254,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,52,52.0,52.0,52.0,52.0,52.0,52.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0010.TextGrid,EN-Tenor-1,7.523,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,23,59,59.0,59.0,59.0,59.0,59.0,59.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Control_Group/0005.TextGrid,EN-Tenor-1,9.292,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,31,82,82.0,82.0,82.0,82.0,82.0,82.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0011.TextGrid,EN-Tenor-1,8.355,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,29,78,78.0,78.0,78.0,78.0,78.0,78.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0012.TextGrid,EN-Tenor-1,12.113,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,26,70,70.0,70.0,70.0,70.0,70.0,70.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0002.TextGrid,EN-Tenor-1,8.682,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,65,65.0,65.0,65.0,65.0,65.0,65.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0013.TextGrid,EN-Tenor-1,6.729,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,15,15.0,15.0,15.0,15.0,15.0,15.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0000.TextGrid,EN-Tenor-1,8.115,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,19,61,61.0,61.0,61.0,61.0,61.0,61.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0001.TextGrid,EN-Tenor-1,6.519,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,30,30.0,30.0,30.0,30.0,30.0,30.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0004.TextGrid,EN-Tenor-1,8.392,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,50,50.0,50.0,50.0,50.0,50.0,50.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0006.TextGrid,EN-Tenor-1,6.558,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,43,43.0,43.0,43.0,43.0,43.0,43.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0009.TextGrid,EN-Tenor-1,6.2,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,26,26.0,26.0,26.0,26.0,26.0,26.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0007.TextGrid,EN-Tenor-1,7.46,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,15,15.0,15.0,15.0,15.0,15.0,15.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0003.TextGrid,EN-Tenor-1,6.852,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0008.TextGrid,EN-Tenor-1,10.714,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,52,52.0,52.0,52.0,52.0,52.0,52.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0010.TextGrid,EN-Tenor-1,7.43,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,23,60,60.0,60.0,60.0,60.0,60.0,60.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/You Belong With Me/Breathy_Group/0005.TextGrid,EN-Tenor-1,9.734,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,29,79,79.0,79.0,79.0,79.0,79.0,79.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0011.TextGrid,EN-Tenor-1,3.624,2,word|phone,13,34,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0012.TextGrid,EN-Tenor-1,2.7,2,word|phone,10,29,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,1.692,2,word|phone,7,15,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0013.TextGrid,EN-Tenor-1,2.046,2,word|phone,8,26,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,3.25,2,word|phone,11,26,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,2.641,2,word|phone,10,23,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,4.272,2,word|phone,12,32,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,1.181,2,word|phone,5,14,,,,,,,
