singer_id,technique,group,song_id,wav_path,tg_path,xml_path,has_textgrid,has_musicxml,gt_lyrics,clean_name,duration_s,duration_h
EN-Tenor-1,mixed_falsetto,technique,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0001.musicxml,True,True,somebody to know somebody to have somebody to hold,EN-Tenor-1__mixed_falsetto__technique__0001,6.804,0.00189
EN-Tenor-1,mixed_falsetto,technique,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0002.musicxml,True,True,it's easy to say but it's never the same i guess i kinda liked the way you numbed all the pain,EN-Tenor-1__mixed_falsetto__technique__0002,8.795541666666667,0.0024432060185185186
EN-Tenor-1,mixed_falsetto,technique,0008,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0008.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0008.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0008.musicxml,True,True,and then you pulled the rug i was getting kinda used to being someone you loved,EN-Tenor-1__mixed_falsetto__technique__0008,7.8439375,0.002178871527777778
EN-Tenor-1,mixed_falsetto,technique,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Mixed_Voice_Group/0000.musicxml,True,True,i'm going under and this time i fear there's no one to save me this all or nothing really got a way of driving me crazy i need somebody to heal,EN-Tenor-1__mixed_falsetto__technique__0000,11.955,0.003320833333333333
EN-Tenor-1,mixed_falsetto,control,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0006.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0006.musicxml,True,True,i'll be safe in your sound till i come back around for now the day bleeds,EN-Tenor-1__mixed_falsetto__control__0006,7.85,0.0021805555555555554
EN-Tenor-1,mixed_falsetto,control,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0005.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0005.musicxml,True,True,and i tend to close my eyes when it hurts sometimes i fall into your arms,EN-Tenor-1__mixed_falsetto__control__0005,10.181,0.0028280555555555554
EN-Tenor-1,mixed_falsetto,control,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0007.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0007.musicxml,True,True,into nightfall and you're not here to get me through it all i let my guard down,EN-Tenor-1__mixed_falsetto__control__0007,8.391,0.002330833333333333
EN-Tenor-1,mixed_falsetto,control,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0004.musicxml,True,True,i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved,EN-Tenor-1__mixed_falsetto__control__0004,9.911,0.0027530555555555555
EN-Tenor-1,mixed_falsetto,control,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0003.musicxml,True,True,now the day bleeds into nightfall and you're not here to get me through it all,EN-Tenor-1__mixed_falsetto__control__0003,8.801,0.0024447222222222223
EN-Tenor-1,mixed_falsetto,control,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0001.musicxml,True,True,somebody to know somebody to have somebody to hold,EN-Tenor-1__mixed_falsetto__control__0001,6.962,0.0019338888888888889
EN-Tenor-1,mixed_falsetto,control,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0002.musicxml,True,True,it's easy to say but it's never the same i guess i kinda liked the way you numbed all the pain,EN-Tenor-1__mixed_falsetto__control__0002,8.442,0.002345
EN-Tenor-1,mixed_falsetto,control,0008,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0008.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0008.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0008.musicxml,True,True,and then you pulled the rug i was getting kinda used to being someone you loved,EN-Tenor-1__mixed_falsetto__control__0008,8.451,0.0023475
EN-Tenor-1,mixed_falsetto,control,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0000.musicxml,True,True,i'm going under and i fear this time there's no one to save me this all or nothing really got a way of driving me crazy i need somebody to heal,EN-Tenor-1__mixed_falsetto__control__0000,11.822,0.0032838888888888887
EN-Tenor-1,mixed_falsetto,speech,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0006.TextGrid,,True,False,i'll be safe in your sound till i come back around for now the day bleeds,EN-Tenor-1__mixed_falsetto__speech__0006,5.541,0.0015391666666666668
EN-Tenor-1,mixed_falsetto,speech,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0005.TextGrid,,True,False,and i tend to close my eyes when it hurts sometimes i fall into your arms,EN-Tenor-1__mixed_falsetto__speech__0005,5.201,0.001444722222222222
EN-Tenor-1,mixed_falsetto,speech,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0007.TextGrid,,True,False,into nightfall and you're not here to get me through it all i let my guard down,EN-Tenor-1__mixed_falsetto__speech__0007,5.411,0.0015030555555555554
EN-Tenor-1,mixed_falsetto,speech,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0004.TextGrid,,True,False,i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved,EN-Tenor-1__mixed_falsetto__speech__0004,5.681,0.0015780555555555556
EN-Tenor-1,mixed_falsetto,speech,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0003.TextGrid,,True,False,now the day bleeds into nightfall and you're not here to get me through it all,EN-Tenor-1__mixed_falsetto__speech__0003,5.551,0.0015419444444444445
EN-Tenor-1,mixed_falsetto,speech,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0001.TextGrid,,True,False,somebody to know somebody to have somebody to hold,EN-Tenor-1__mixed_falsetto__speech__0001,3.704,0.0010288888888888889
EN-Tenor-1,mixed_falsetto,speech,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0002.TextGrid,,True,False,it's easy to say but it's never the same i guess i kinda liked the way you numbed all the pain,EN-Tenor-1__mixed_falsetto__speech__0002,6.928979166666666,0.0019247164351851851
EN-Tenor-1,mixed_falsetto,speech,0008,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0008.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0008.TextGrid,,True,False,and then you pulled the rug i was getting kinda used to being someone you loved,EN-Tenor-1__mixed_falsetto__speech__0008,4.621,0.0012836111111111112
EN-Tenor-1,mixed_falsetto,speech,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Paired_Speech_Group/0000.TextGrid,,True,False,i'm going under and this time i fear there's no one to save me this all or nothing really got a way of driving me crazy i need somebody to heal,EN-Tenor-1__mixed_falsetto__speech__0000,10.831,0.0030086111111111108
EN-Tenor-1,mixed_falsetto,technique,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0006.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0006.musicxml,True,True,i'll be safe in your sound till i come back around for now the day bleeds,EN-Tenor-1__mixed_falsetto__technique__0006,7.823,0.0021730555555555557
EN-Tenor-1,mixed_falsetto,technique,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0005.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0005.musicxml,True,True,and i tend to close my eyes when it hurts sometimes i fall into your arms,EN-Tenor-1__mixed_falsetto__technique__0005,10.308,0.002863333333333333
EN-Tenor-1,mixed_falsetto,technique,0007,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0007.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0007.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0007.musicxml,True,True,into nightfall and you're not here to get me through it all i let my guard down,EN-Tenor-1__mixed_falsetto__technique__0007,8.654,0.002403888888888889
EN-Tenor-1,mixed_falsetto,technique,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0004.musicxml,True,True,i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved,EN-Tenor-1__mixed_falsetto__technique__0004,15.115,0.004198611111111111
EN-Tenor-1,mixed_falsetto,technique,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0003.musicxml,True,True,now the day bleeds into nightfall and you're not here to get me through it all,EN-Tenor-1__mixed_falsetto__technique__0003,9.271,0.002575277777777778
EN-Tenor-1,mixed_falsetto,technique,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0001.musicxml,True,True,somebody to know somebody to have somebody to hold,EN-Tenor-1__mixed_falsetto__technique__0001,6.921,0.0019225000000000002
EN-Tenor-1,mixed_falsetto,technique,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0002.musicxml,True,True,it's easy to say but it's never the same i guess i kinda liked the way you numbed all the pain,EN-Tenor-1__mixed_falsetto__technique__0002,8.602,0.0023894444444444445
EN-Tenor-1,mixed_falsetto,technique,0008,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0008.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0008.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0008.musicxml,True,True,and then you pulled the rug i was getting kinda used to being someone you loved,EN-Tenor-1__mixed_falsetto__technique__0008,7.453,0.0020702777777777777
EN-Tenor-1,mixed_falsetto,technique,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0000.musicxml,True,True,i'm going under and this time i fear there's no one to save me this all or nothing really got a way of driving me crazy i need somebody to heal,EN-Tenor-1__mixed_falsetto__technique__0000,11.562,0.0032116666666666665
EN-Tenor-1,mixed_falsetto,technique,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0006.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0006.musicxml,True,True,open up your heart and just let it begin open up your heart and just let it begin open up your heart,EN-Tenor-1__mixed_falsetto__technique__0006,11.411,0.003169722222222222
EN-Tenor-1,mixed_falsetto,technique,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0005.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0005.musicxml,True,True,unconditionally so open up your heart and just let it begin,EN-Tenor-1__mixed_falsetto__technique__0005,9.324,0.00259
EN-Tenor-1,mixed_falsetto,technique,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0004.musicxml,True,True,there is no fear now let go and just be free i will love you,EN-Tenor-1__mixed_falsetto__technique__0004,11.745,0.0032624999999999998
EN-Tenor-1,mixed_falsetto,technique,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0003.musicxml,True,True,i will love you unconditionally,EN-Tenor-1__mixed_falsetto__technique__0003,6.702020833333333,0.0018616724537037037
EN-Tenor-1,mixed_falsetto,technique,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0001.musicxml,True,True,really on the inside all your insecurities all the dirty laundry never made me blink one time,EN-Tenor-1__mixed_falsetto__technique__0001,18.055020833333334,0.005015283564814815
EN-Tenor-1,mixed_falsetto,technique,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0002.musicxml,True,True,unconditional unconditionally,EN-Tenor-1__mixed_falsetto__technique__0002,8.465979166666667,0.0023516608796296298
EN-Tenor-1,mixed_falsetto,technique,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Mixed_Voice_Group/0000.musicxml,True,True,oh no did i get too close oh did i almost see what's,EN-Tenor-1__mixed_falsetto__technique__0000,9.465979166666667,0.0026294386574074076
EN-Tenor-1,mixed_falsetto,control,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0006.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0006.musicxml,True,True,open up your heart and just let it begin open up your heart and just let it begin open up your heart,EN-Tenor-1__mixed_falsetto__control__0006,11.212958333333333,0.003114710648148148
EN-Tenor-1,mixed_falsetto,control,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0005.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0005.musicxml,True,True,unconditionally so open up your heart and just let it begin,EN-Tenor-1__mixed_falsetto__control__0005,9.382,0.002606111111111111
EN-Tenor-1,mixed_falsetto,control,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0004.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0004.musicxml,True,True,there is no fear now let go and just be free i will love you,EN-Tenor-1__mixed_falsetto__control__0004,10.663,0.0029619444444444446
EN-Tenor-1,mixed_falsetto,control,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0003.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0003.musicxml,True,True,i will love you unconditionally,EN-Tenor-1__mixed_falsetto__control__0003,7.227,0.0020075
EN-Tenor-1,mixed_falsetto,control,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0001.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0001.musicxml,True,True,really on the inside all your insecurities all the dirty laundry never made me blink one time,EN-Tenor-1__mixed_falsetto__control__0001,18.989770833333335,0.005274936342592593
EN-Tenor-1,mixed_falsetto,control,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0002.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0002.musicxml,True,True,unconditional unconditionally,EN-Tenor-1__mixed_falsetto__control__0002,8.407,0.0023352777777777777
EN-Tenor-1,mixed_falsetto,control,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0000.TextGrid,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0000.musicxml,True,True,oh no did i get too close oh did i almost see what's,EN-Tenor-1__mixed_falsetto__control__0000,9.845,0.0027347222222222226
EN-Tenor-1,mixed_falsetto,speech,0006,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0006.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0006.TextGrid,,True,False,open up your heart and just let it begin open up your heart and just let it begin open up your heart,EN-Tenor-1__mixed_falsetto__speech__0006,6.225,0.0017291666666666666
EN-Tenor-1,mixed_falsetto,speech,0005,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0005.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0005.TextGrid,,True,False,unconditionally so open up your heart and just let it begin,EN-Tenor-1__mixed_falsetto__speech__0005,4.091,0.001136388888888889
EN-Tenor-1,mixed_falsetto,speech,0004,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0004.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0004.TextGrid,,True,False,there is no fear now let go and just be free i will love you,EN-Tenor-1__mixed_falsetto__speech__0004,3.8720208333333335,0.0010755613425925926
EN-Tenor-1,mixed_falsetto,speech,0003,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0003.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0003.TextGrid,,True,False,i will love you unconditionally,EN-Tenor-1__mixed_falsetto__speech__0003,1.8709791666666666,0.0005197164351851851
EN-Tenor-1,mixed_falsetto,speech,0001,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0001.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0001.TextGrid,,True,False,really on the inside all your insecurities all the dirty laundry never made me blink one time,EN-Tenor-1__mixed_falsetto__speech__0001,7.234,0.0020094444444444443
EN-Tenor-1,mixed_falsetto,speech,0002,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0002.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0002.TextGrid,,True,False,unconditional unconditionally,EN-Tenor-1__mixed_falsetto__speech__0002,2.29,0.0006361111111111112
EN-Tenor-1,mixed_falsetto,speech,0000,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0000.wav,/content/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Paired_Speech_Group/0000.TextGrid,,True,False,oh no did i get too close oh did i almost see what's,EN-Tenor-1__mixed_falsetto__speech__0000,4.425,0.0012291666666666666
