clean_name,singer_id,technique,group,group_folder,song,wav_path,tg_path,has_tg,gt_lyrics,gt_lyrics_clean
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0012,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0012.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0012.TextGrid,True,for the first time in forever i could be noticed by someone,for the first time in forever i could be noticed by someone
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0006,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0006.TextGrid,True,don't know if i'm elated or gassy but i'm somewhere in the zone,dont know if im elated or gassy but im somewhere in the zone
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0002,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0002.TextGrid,True,why have a ballroom with no balls finally they're opening up the gates,why have a ballroom with no balls finally theyre opening up the gates
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0003,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0003.TextGrid,True,there'll be actual real live people it'll be totally strange wow am i so ready for this change,therell be actual real live people itll be totally strange wow am i so ready for this change
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0001,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0001.TextGrid,True,who knew we owned a thousand salad plates for years i've roamed these empty halls,who knew we owned a thousand salad plates for years ive roamed these empty halls
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0000,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0000.TextGrid,True,the window is open so's that door i didn't know they did that anymore,the window is open sos that door i didnt know they did that anymore
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0008,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0008.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0008.TextGrid,True,tonight imagine me gown and all fetchingly draped against the wall a picture of sophisticated grace,tonight imagine me gown and all fetchingly draped against the wall a picture of sophisticated grace
EN-Alto-1__glissando__speech__for_the_first_time_in_forever__0009,EN-Alto-1,glissando,speech,Paired_Speech_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0009.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Paired_Speech_Group/0009.TextGrid,True,i suddenly see him standing there a beautiful stranger tall and fair i wanna stuff some chocolate in my face,i suddenly see him standing there a beautiful stranger tall and fair i wanna stuff some chocolate in my face
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0010,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0010.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0010.TextGrid,True,but then we laugh and talk all evening which is totally bizarre nothing like the life i've led so far,but then we laugh and talk all evening which is totally bizarre nothing like the life ive led so far
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0004,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0004.TextGrid,True,cause for the first time in forever,cause for the first time in forever
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0005,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0005.TextGrid,True,there'll be music there'll be light for the first time in forever i'll be dancing through the night,therell be music therell be light for the first time in forever ill be dancing through the night
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0011,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0011.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0011.TextGrid,True,for the first time in forever there'll be magic there'll be fun,for the first time in forever therell be magic therell be fun
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0007,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0007.TextGrid,True,cause for the first time in forever i won't be alone,cause for the first time in forever i wont be alone
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0013,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0013.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0013.TextGrid,True,and i know it's totally crazy to dream i'd find romance but for the first time in forever at least i've got a chance,and i know its totally crazy to dream id find romance but for the first time in forever at least ive got a chance
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0012,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0012.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0012.TextGrid,True,for the first time in forever i could be noticed by someone,for the first time in forever i could be noticed by someone
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0006,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0006.TextGrid,True,don't know if i'm elated or gassy but i'm somewhere in the zone,dont know if im elated or gassy but im somewhere in the zone
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0002,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0002.TextGrid,True,why have a ballroom with no balls finally they're opening up the gates,why have a ballroom with no balls finally theyre opening up the gates
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0003,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0003.TextGrid,True,there'll be actual real live people it'll be totally strange wow am i so ready for this change,therell be actual real live people itll be totally strange wow am i so ready for this change
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0001,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0001.TextGrid,True,who knew we owned a thousand salad plates for years i've roamed these empty halls,who knew we owned a thousand salad plates for years ive roamed these empty halls
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0000,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0000.TextGrid,True,the window is open so's that door i didn't know they did that anymore,the window is open sos that door i didnt know they did that anymore
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0008,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0008.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0008.TextGrid,True,tonight imagine me gown and all fetchingly draped against the wall a picture of sophisticated grace,tonight imagine me gown and all fetchingly draped against the wall a picture of sophisticated grace
EN-Alto-1__glissando__control__for_the_first_time_in_forever__0009,EN-Alto-1,glissando,control,Control_Group,for the first time in forever,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0009.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Glissando/for the first time in forever/Control_Group/0009.TextGrid,True,i suddenly see him standing there a beautiful stranger tall and fair i wanna stuff some chocolate in my face,i suddenly see him standing there a beautiful stranger tall and fair i wanna stuff some chocolate in my face
EN-Alto-1__mixed_falsetto__speech__la_vie_en_rose__0004,EN-Alto-1,mixed_falsetto,speech,Paired_Speech_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0004.TextGrid,True,and when you speak angels sing from above,and when you speak angels sing from above
EN-Alto-1__mixed_falsetto__speech__la_vie_en_rose__0005,EN-Alto-1,mixed_falsetto,speech,Paired_Speech_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0005.TextGrid,True,every day words seem to turn into love songs,every day words seem to turn into love songs
EN-Alto-1__mixed_falsetto__speech__la_vie_en_rose__0006,EN-Alto-1,mixed_falsetto,speech,Paired_Speech_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0006.TextGrid,True,give your heart and soul to me and life will always be la vie en rose,give your heart and soul to me and life will always be la vie en rose
EN-Alto-1__mixed_falsetto__speech__la_vie_en_rose__0002,EN-Alto-1,mixed_falsetto,speech,Paired_Speech_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0002.TextGrid,True,and though i close my eyes i see la vie en rose,and though i close my eyes i see la vie en rose
EN-Alto-1__mixed_falsetto__speech__la_vie_en_rose__0003,EN-Alto-1,mixed_falsetto,speech,Paired_Speech_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0003.TextGrid,True,when you press me to your heart i'm in a world apart a world where roses bloom,when you press me to your heart im in a world apart a world where roses bloom
EN-Alto-1__mixed_falsetto__speech__la_vie_en_rose__0001,EN-Alto-1,mixed_falsetto,speech,Paired_Speech_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0001.TextGrid,True,this is la vie en rose when you kiss me heaven sighs,this is la vie en rose when you kiss me heaven sighs
EN-Alto-1__mixed_falsetto__speech__la_vie_en_rose__0000,EN-Alto-1,mixed_falsetto,speech,Paired_Speech_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Paired_Speech_Group/0000.TextGrid,True,hold me close and hold me fast the magic spell you cast,hold me close and hold me fast the magic spell you cast
EN-Alto-1__mixed_falsetto__control__la_vie_en_rose__0004,EN-Alto-1,mixed_falsetto,control,Control_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0004.TextGrid,True,and when you speak angels sing from above,and when you speak angels sing from above
EN-Alto-1__mixed_falsetto__control__la_vie_en_rose__0005,EN-Alto-1,mixed_falsetto,control,Control_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0005.TextGrid,True,every day words seem to turn into love songs,every day words seem to turn into love songs
EN-Alto-1__mixed_falsetto__control__la_vie_en_rose__0006,EN-Alto-1,mixed_falsetto,control,Control_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0006.TextGrid,True,give your heart and soul to me and life will always be la vie en rose,give your heart and soul to me and life will always be la vie en rose
EN-Alto-1__mixed_falsetto__control__la_vie_en_rose__0002,EN-Alto-1,mixed_falsetto,control,Control_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0002.TextGrid,True,and though i close my eyes i see la vie en rose,and though i close my eyes i see la vie en rose
EN-Alto-1__mixed_falsetto__control__la_vie_en_rose__0003,EN-Alto-1,mixed_falsetto,control,Control_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0003.TextGrid,True,when you press me to your heart i'm in a world apart a world where roses bloom,when you press me to your heart im in a world apart a world where roses bloom
EN-Alto-1__mixed_falsetto__control__la_vie_en_rose__0001,EN-Alto-1,mixed_falsetto,control,Control_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0001.TextGrid,True,this is la vie en rose when you kiss me heaven sighs,this is la vie en rose when you kiss me heaven sighs
EN-Alto-1__mixed_falsetto__control__la_vie_en_rose__0000,EN-Alto-1,mixed_falsetto,control,Control_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Control_Group/0000.TextGrid,True,hold me close and hold me fast the magic spell you cast,hold me close and hold me fast the magic spell you cast
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0004,EN-Alto-1,mixed_falsetto,technique,Falsetto_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0004.TextGrid,True,and when you speak angels sing from above,and when you speak angels sing from above
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0005,EN-Alto-1,mixed_falsetto,technique,Falsetto_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0005.TextGrid,True,every day words seem to turn into love songs,every day words seem to turn into love songs
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0006,EN-Alto-1,mixed_falsetto,technique,Falsetto_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0006.TextGrid,True,give your heart and soul to me and life will always be la vie en rose,give your heart and soul to me and life will always be la vie en rose
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0002,EN-Alto-1,mixed_falsetto,technique,Falsetto_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0002.TextGrid,True,and though i close my eyes i see la vie en rose,and though i close my eyes i see la vie en rose
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0003,EN-Alto-1,mixed_falsetto,technique,Falsetto_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0003.TextGrid,True,when you press me to your heart i'm in a world apart a world where roses bloom,when you press me to your heart im in a world apart a world where roses bloom
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0001,EN-Alto-1,mixed_falsetto,technique,Falsetto_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0001.TextGrid,True,this is la vie en rose when you kiss me heaven sighs,this is la vie en rose when you kiss me heaven sighs
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0000,EN-Alto-1,mixed_falsetto,technique,Falsetto_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Falsetto_Group/0000.TextGrid,True,hold me close and hold me fast the magic spell you cast,hold me close and hold me fast the magic spell you cast
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0004,EN-Alto-1,mixed_falsetto,technique,Mixed_Voice_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Mixed_Voice_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Mixed_Voice_Group/0004.TextGrid,True,and when you speak angels sing from above,and when you speak angels sing from above
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0005,EN-Alto-1,mixed_falsetto,technique,Mixed_Voice_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Mixed_Voice_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Mixed_Voice_Group/0005.TextGrid,True,every day words seem to turn into love songs,every day words seem to turn into love songs
EN-Alto-1__mixed_falsetto__technique__la_vie_en_rose__0006,EN-Alto-1,mixed_falsetto,technique,Mixed_Voice_Group,la vie en rose,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Mixed_Voice_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Alto-1/Mixed_Voice_and_Falsetto/la vie en rose/Mixed_Voice_Group/0006.TextGrid,True,give your heart and soul to me and life will always be la vie en rose,give your heart and soul to me and life will always be la vie en rose
