phoneme,dur_ms,f0_mean,f0_std,f0_range,singer_id,technique,has_mix,has_falsetto,has_breathy,has_pharyngeal,has_vibrato,has_glissando
IH0,69.9999999999994,409.32988025850153,5.673158605469117,15.349923816868909,EN-Alto-2,mixed_voice,1,0,0,0,0,0
CH,160.00000000000014,405.7804209361311,31.253739169112883,95.76672758531822,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UW1,710.0,333.92845259164653,1.5932709898938373,7.863912376165217,EN-Alto-2,mixed_voice,1,0,0,0,0,0
<SP>,910.0000000000001,34.07511282577577,1.866101146971171,4.481223349077958,EN-Alto-2,mixed_voice,0,0,0,0,0,0
AY1,280.0,245.6504797645897,12.407220149497162,33.721515126866905,EN-Tenor-1,glissando,1,0,0,0,0,0
W,99.99999999999997,252.28304111360399,2.1221352057782963,5.737141867619044,EN-Tenor-1,glissando,1,0,0,0,0,0
AH0,89.99999999999997,254.76788038651392,1.375270360552979,3.9530605971194746,EN-Tenor-1,glissando,1,0,0,0,0,0
R,99.99999999999997,227.8563279410568,12.168507443059713,35.536604299090016,EN-Tenor-1,glissando,1,0,0,0,0,0
IY1,120.0,248.78270198559164,1.1012955214726807,4.105710233894797,EN-Tenor-1,glissando,1,0,0,0,0,0
M,99.99999999999997,247.33003323209877,3.4053224156544606,10.818773188049136,EN-Tenor-1,glissando,1,0,0,0,0,0
IH0,40.000000000000036,256.9209659413017,0.43793898560606376,1.1896023025304316,EN-Tenor-1,glissando,1,0,0,0,0,1
NG,131.0,257.11590497429194,0.8928998836877362,2.515796567382381,EN-Tenor-1,glissando,1,0,0,0,0,0
L,149.99999999999991,275.57228960090436,17.319675374547256,55.415834126557,EN-Tenor-1,glissando,1,0,0,0,0,0
AO1,340.00000000000006,352.5688710176893,19.80804705358125,63.837235739137725,EN-Tenor-1,glissando,1,0,0,0,0,0
NG,209.99999999999997,331.7372130850079,1.501168978522746,6.413755428155753,EN-Tenor-1,glissando,1,0,0,0,0,0
L,40.000000000000036,338.22649610816745,1.3677763272491406,3.714542778017062,EN-Tenor-1,glissando,1,0,0,0,0,0
IH1,158.00000000000014,337.41843028953826,2.4273121547028564,6.504425213454169,EN-Tenor-1,glissando,1,0,0,0,0,0
V,415.00000000000006,333.39013999200034,2.603520366602414,11.884084710697323,EN-Tenor-1,glissando,1,0,0,0,0,0
<AP>,363.9999999999999,293.74819797479364,37.725055475152715,80.277399581481,EN-Tenor-1,glissando,0,0,0,0,0,0
DH,44.00000000000004,250.57249534827898,2.614926223764477,7.11017085154711,EN-Tenor-1,glissando,1,0,0,0,0,0
AE1,106.99999999999976,255.73970337775026,1.3523772300715595,3.4841418839158678,EN-Tenor-1,glissando,1,0,0,0,0,0
L,152.00000000000014,255.48968089594877,2.9420096505769933,8.054180935387876,EN-Tenor-1,glissando,1,0,0,0,0,0
UH1,89.99999999999986,235.2680742568526,23.608498291637922,55.789993465666555,EN-Tenor-1,glissando,1,0,0,0,0,0
AA1,270.0,248.85725110084073,3.309483714201919,12.062656822382337,EN-Tenor-1,glissando,1,0,0,0,0,0
N,60.00000000000006,250.39044973264626,0.8143610892100615,2.33238848075527,EN-Tenor-1,glissando,1,0,0,0,0,0
Y,60.00000000000006,265.7601037906783,10.132769466680774,28.913500655482466,EN-Tenor-1,glissando,1,0,0,0,0,0
UH1,299.99999999999983,361.19129490860166,21.470361740697815,71.63234083691827,EN-Tenor-1,glissando,1,0,0,0,0,1
R,40.000000000000036,374.5818006104755,3.884971044179264,9.168224895606158,EN-Tenor-1,glissando,1,0,0,0,0,0
F,129.9999999999999,361.4089445567852,13.252185337802606,35.893418752971286,EN-Tenor-1,glissando,1,0,0,0,0,0
EY1,280.0000000000002,334.21773263635794,3.0400569017504737,12.182356069871105,EN-Tenor-1,glissando,1,0,0,0,0,0
AE1,90.00000000000074,321.71965924747656,4.807616532656996,13.025867073828863,EN-Tenor-1,glissando,1,0,0,0,0,0
N,179.99999999999972,328.53810348187443,4.507645136848398,13.009594090786436,EN-Tenor-1,glissando,1,0,0,0,0,0
D,40.000000000000036,332.06151079684884,0.4516558190680534,1.0479456019398867,EN-Tenor-1,glissando,1,0,0,0,0,0
R,49.99999999999982,401.01603782219973,4.726456357790157,13.229126534304783,EN-Tenor-1,glissando,1,0,0,0,0,0
IH1,129.9999999999999,417.24130983963727,11.786658914345477,34.37437277945895,EN-Tenor-1,glissando,1,0,0,0,0,0
NG,360.00000000000034,453.62224133029326,2.2982496255470823,11.83832681902777,EN-Tenor-1,glissando,1,0,0,0,0,1
AA1,112.99999999999955,455.06960782137224,0.844830214558315,2.3000776638996285,EN-Tenor-1,glissando,1,0,0,0,0,0
N,189.00000000000006,452.9384152204963,1.5857658156160594,4.8248621700067815,EN-Tenor-1,glissando,1,0,0,0,0,0
AO1,105.99999999999987,451.83414015190993,0.9111532053780893,2.6058132036416737,EN-Tenor-1,glissando,1,0,0,0,0,0
L,65.99999999999983,454.093318978605,1.768829271032374,4.790808047547841,EN-Tenor-1,glissando,1,0,0,0,0,0
DH,54.00000000000027,454.9544601489426,0.12448467745184665,0.36542878226600806,EN-Tenor-1,glissando,1,0,0,0,0,0
AH0,60.0000000000005,449.351673488048,3.5622064927075017,10.447232288512396,EN-Tenor-1,glissando,1,0,0,0,0,0
P,1521.9999999999993,423.9028158703928,20.810138081547535,104.49372951483673,EN-Tenor-1,glissando,1,0,0,0,0,1
R,30.00000000000025,430.1307507243057,0.5676986444492488,1.3860672621054277,EN-Tenor-1,glissando,1,0,0,0,0,1
IY0,30.00000000000025,430.77469712164356,0.2888417415028408,0.6713120945169067,EN-Tenor-1,glissando,1,0,0,0,0,1
N,29.99999999999936,420.87807476207104,5.2462441554509525,12.838713851948,EN-Tenor-1,glissando,1,0,0,0,0,0
W,50.00000000000071,401.26581152967657,7.878071762791709,22.606071669761263,EN-Tenor-1,glissando,1,0,0,0,0,0
AH1,259.9999999999998,417.5837314567189,7.469562564581999,34.53852947612569,EN-Tenor-1,glissando,1,0,0,0,0,0
N,310.0000000000005,374.3259731068445,2.42090564428662,12.25546301386862,EN-Tenor-1,glissando,1,0,0,0,0,1
D,39.99999999999915,385.6332938191694,8.143836485125679,18.298521631279357,EN-Tenor-1,glissando,1,0,0,0,0,0
EY1,1370.000000000001,382.2549516016328,2.8769833955464463,24.654878561279872,EN-Tenor-1,glissando,1,0,0,0,0,0
<AP>,529.9999999999993,396.78837404534016,67.85930356251357,217.40671216135746,EN-Tenor-1,glissando,0,0,0,0,0,0
IH1,140.0,466.4477216968295,7.443627032211319,25.450409063861343,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
NG,30.0,477.7043790636335,0.6490551537996843,1.5657005996819748,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
K,60.0,484.66177054158055,3.243711091752775,9.979263132129745,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AY1,570.0,509.658623284246,14.543792371798043,42.284147090028455,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
F,60.00000000000006,460.1399822204136,66.49184729979856,156.73103643778484,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AO0,220.00000000000009,324.92129722321516,2.9208800302027207,12.425948565952126,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
R,59.99999999999983,330.5035544710697,1.1103347921610442,3.11439755822812,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
G,120.00000000000011,305.6037152434925,36.02536786203202,89.18398555096667,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AA1,1230.0,390.59436909187525,4.5918301747557075,29.017264418070283,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
T,120.00000000000011,374.5085395727918,4.1166883045337395,11.296005865144366,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AW1,342.00000000000006,483.9591727550198,8.633654889757075,33.790076233535274,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
T,49.99999999999982,484.1444226101501,7.30153087556329,17.521977509481076,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH0,370.0000000000001,516.6699997384018,7.506587944635121,30.27520934818034,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
IY0,280.0000000000002,317.13120420239835,12.150482456925445,34.2621326624743,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
HH,129.9999999999999,325.1519775437863,38.49706190572038,102.1545764934699,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AE1,700.0000000000002,388.4042395898199,2.6117908915427677,9.250461927532683,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
P,99.99999999999964,342.5140067245687,8.535230145885787,19.065383638811397,EN-Tenor-1,pharyngeal,0,0,0,1,0,1
IY0,790.0,339.3208550562088,4.228740723354656,22.821035169449374,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH1,280.0000000000002,475.80788808393874,6.228090761633422,22.22281875601533,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
M,89.99999999999986,475.00814515006743,2.4783102604219374,8.621649198865384,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
TH,30.00000000000025,499.0262689966685,4.136967839764573,9.6289796416537,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
IH0,29.99999999999936,501.6369452421047,0.6391102353405395,1.5605536106629074,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
NG,352.00000000000034,505.0814191741602,29.673314343836935,167.5204741627253,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AY1,339.9999999999999,327.1073828935862,8.068907311658801,37.85320022786897,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
M,89.99999999999986,335.24178252774954,6.67500486339605,21.631363015486443,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AA1,1210.000000000001,387.2931795831036,2.2091164869070163,11.543180486587744,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
T,116.9999999999991,366.7004282844301,3.6341840836268298,11.074300546280938,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
<AP>,333.00000000000017,365.93493536656933,4.179586981750381,8.914161611156828,EN-Tenor-1,pharyngeal,0,0,0,0,0,0
IH1,190.0,312.09714226678886,10.690323043198763,39.1398565595141,EN-Tenor-1,glissando,1,0,0,0,0,0
N,219.99999999999997,348.2667024087171,6.668959709859793,26.910325677804735,EN-Tenor-1,glissando,1,0,0,0,0,0
AA1,250.00000000000006,356.6933477244062,1.124519314898324,4.159553799252819,EN-Tenor-1,glissando,1,0,0,0,0,0
L,49.999999999999936,353.9540909475039,2.1733410407764238,5.6275145831293685,EN-Tenor-1,glissando,1,0,0,0,0,0
AH0,250.0,349.67125934245223,6.0840269490557235,21.097401962882714,EN-Tenor-1,glissando,1,0,0,0,0,0
UH1,290.00000000000006,328.95791420921904,13.24853722389652,38.546680492256826,EN-Tenor-1,glissando,1,0,0,0,0,0
T,69.99999999999984,292.51870685938337,2.1249031545674613,4.531777884353119,EN-Tenor-1,glissando,1,0,0,0,0,0
AY1,400.0000000000001,312.91786897472673,2.3579393950806216,14.45950194701112,EN-Tenor-1,glissando,1,0,0,0,0,0
M,129.9999999999999,307.2896122525882,8.521525198999518,27.67339001740453,EN-Tenor-1,glissando,1,0,0,0,0,0
AY1,209.99999999999997,298.3092473369499,4.554921942609372,13.190879550635884,EN-Tenor-1,glissando,1,0,0,0,0,0
F,160.00000000000014,289.16755208423785,10.857078853895167,32.8521264605406,EN-Tenor-1,glissando,1,0,0,0,0,0
AY1,500.0,249.96125688405093,15.610005545939082,37.64209920895655,EN-Tenor-1,glissando,1,0,0,0,0,0
N,30.00000000000025,261.66970904390837,0.1725777646856392,0.39628134189240427,EN-Tenor-1,glissando,1,0,0,0,0,0
D,30.999999999999694,263.91416654354595,1.1163291996442142,3.060531390731626,EN-Tenor-1,glissando,1,0,0,0,0,0
M,120.00000000000011,264.44061048253667,1.7255573929102062,5.640800630471119,EN-Tenor-1,glissando,1,0,0,0,0,0
AY2,180.00000000000017,278.92341431818403,13.679036825572908,35.18716515798678,EN-Tenor-1,glissando,1,0,0,0,0,0
S,169.99999999999994,268.86152953393383,10.969157177776431,24.251835460162567,EN-Tenor-1,glissando,1,0,0,0,0,0
EH1,250.0,260.31300979278836,2.686051149865548,8.978053857143664,EN-Tenor-1,glissando,1,0,0,0,0,0
L,310.00000000000006,262.6431589815875,5.080151425544182,30.05116948456771,EN-Tenor-1,glissando,1,0,0,0,0,0
F,109.99999999999943,247.04650476198708,13.336688730147147,32.66603274134718,EN-Tenor-1,glissando,1,0,0,0,0,0
L,30.00000000000025,265.7787393523693,0.8067501923030685,1.8845207617924302,EN-Tenor-1,glissando,1,0,0,0,0,0
AO1,610.0000000000003,253.81355805517882,14.048812346227523,49.7632265999537,EN-Tenor-1,glissando,1,0,0,0,0,0
NG,80.00000000000007,243.00006933911584,11.533165147230566,31.05575967462721,EN-Tenor-1,glissando,1,0,0,0,0,0
IH0,529.9999999999993,233.22365152299068,2.048212397433853,10.014188231241064,EN-Tenor-1,glissando,1,0,0,0,0,0
NG,210.00000000000085,230.82134928153664,1.9536554543719513,6.826153106202412,EN-Tenor-1,glissando,1,0,0,0,0,0
<AP>,489.9999999999993,216.55533915163585,10.175394938045823,25.01931104070914,EN-Tenor-1,glissando,0,0,0,0,0,0
AO1,780.0000000000002,261.5736330980344,7.573867464922193,27.44453797620369,EN-Tenor-1,glissando,1,0,0,0,0,0
R,110.99999999999977,259.05598571309895,20.664296567570133,66.94864442344692,EN-Tenor-1,glissando,1,0,0,0,0,0
EY1,1849.9999999999995,288.579463836581,11.585486873833299,35.36706210827742,EN-Tenor-1,glissando,1,0,0,0,0,0
N,230.00000000000043,294.31192635767354,7.201153213550493,29.02725715564884,EN-Tenor-1,glissando,1,0,0,0,0,0
JH,160.00000000000014,282.78911574992185,9.255949105559402,23.006131364527903,EN-Tenor-1,glissando,1,0,0,0,0,0
AE1,189.9999999999995,299.46170122805273,17.957605218350952,59.98496197762489,EN-Tenor-1,glissando,1,0,0,0,0,0
N,210.00000000000085,349.6170653094888,17.07390671486929,56.76837196316188,EN-Tenor-1,glissando,1,0,0,0,0,1
D,49.999999999998934,357.7225235492401,4.511740760833216,11.828214966327891,EN-Tenor-1,glissando,1,0,0,0,0,0
IH0,99.99999999999964,358.2457093685745,1.5333692058275725,4.648080250470628,EN-Tenor-1,glissando,1,0,0,0,0,0
N,171.00000000000114,357.26038101209076,2.566790871914334,8.754999306825425,EN-Tenor-1,glissando,1,0,0,0,0,0
DH,80.00000000000007,352.0388805832406,3.7791217677019215,11.033223801702263,EN-Tenor-1,glissando,1,0,0,0,0,0
AH0,279.9999999999994,332.47495104517344,31.75969877383489,84.66365082864354,EN-Tenor-1,glissando,1,0,0,0,0,0
AE1,259.9999999999998,332.0454322993776,13.246895363392994,36.7410922121357,EN-Tenor-1,glissando,1,0,0,0,0,0
T,89.99999999999986,268.04841174536693,2.1542218513063154,5.1730720591406225,EN-Tenor-1,glissando,1,0,0,0,0,0
AY1,460.00000000000085,305.7548702760674,11.75775014156322,44.42537329394514,EN-Tenor-1,glissando,1,0,0,0,0,0
M,99.99999999999964,308.4335249976402,9.525678951167503,28.265830305623467,EN-Tenor-1,glissando,1,0,0,0,0,0
Z,99.99999999999964,285.01036009435506,12.27314631718708,28.089063959478324,EN-Tenor-1,glissando,1,0,0,0,0,0
AY1,200.00000000000108,292.4362569482164,3.6186316454056793,10.25698490222561,EN-Tenor-1,glissando,1,0,0,0,0,0
F,169.99999999999994,283.5959501949291,19.82730560150185,58.60342525381597,EN-Tenor-1,glissando,1,0,0,0,0,0
IH1,429.9999999999997,251.43454803414576,11.042098897365562,31.351993392676064,EN-Tenor-1,glissando,1,0,0,0,0,0
R,150.00000000000034,265.59236627606913,1.3495650705581108,4.116136686039795,EN-Tenor-1,glissando,1,0,0,0,0,0
M,160.00000000000014,259.9296817715265,2.4256239275322447,7.423656472377388,EN-Tenor-1,glissando,1,0,0,0,0,0
AY2,219.99999999999886,273.88435379922714,13.573252121352228,36.37512620734594,EN-Tenor-1,glissando,1,0,0,0,0,0
S,169.99999999999994,267.25199636831064,22.872959797440274,54.20909784691926,EN-Tenor-1,glissando,1,0,0,0,0,0
EH1,810.0000000000005,256.56927858059504,12.898927415188247,33.04905705272961,EN-Tenor-1,glissando,1,0,0,0,0,0
L,540.0000000000009,267.5146751437077,0.40559345257551893,1.8396557580974786,EN-Tenor-1,glissando,1,0,0,0,0,0
F,125.99999999999945,269.2672863710273,2.3142232921284864,8.339195234790566,EN-Tenor-1,glissando,1,0,0,0,0,0
EY1,611.0,249.45064349244606,18.990386226795962,61.192059692732045,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
B,239.0,271.50485403963836,0.9591465940628351,3.955532373261292,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
IY0,1020.0,280.13809235740814,14.360869094030168,74.47790366194434,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
L,2630.0,254.69510758481078,30.099577647580386,98.4472152372997,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
AY1,30.00000000000025,233.62826743695578,0.2887794891267821,0.7072264600337235,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
K,31.000000000000583,235.62345016583174,0.6081336252679089,1.58834085711959,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
<SP>,739.9999999999993,237.75227727541653,2.804141025368547,13.168459725322805,EN-Tenor-1,mixed_voice,0,0,0,0,0,0
AA1,2310.0000000000005,241.4797553801137,25.79176410048897,95.98278191594454,EN-Tenor-1,mixed_voice,1,0,0,0,0,1
W,29.99999999999936,200.77787758193702,3.313570325834261,8.099739551816214,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
UW1,862.000000000001,203.23679392511534,1.8367292090333938,8.249311429035373,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
AA1,147.9999999999997,201.5050651383607,1.2184106144501206,3.346192159638747,EN-Tenor-1,mixed_voice,1,0,0,0,0,0
<SP>,539.9999999999991,198.5896048658855,1.7707428438290589,6.608505209024742,EN-Tenor-1,mixed_voice,0,0,0,0,0,0
EY1,320.0,311.33413874541606,5.558009876637856,17.117540551004424,EN-Alto-2,mixed_voice,0,1,0,0,0,0
K,109.99999999999999,328.0637097327088,19.499312181195265,43.84677933281614,EN-Alto-2,mixed_voice,0,1,0,0,0,0
AH0,260.0,349.34029229626765,4.034006434928999,13.496259904695535,EN-Alto-2,mixed_voice,0,1,0,0,0,0
S,140.0,347.32855024902733,1.6780469872247368,4.5393178811635835,EN-Alto-2,mixed_voice,0,1,0,0,0,0
AE1,630.0,372.4106901283744,4.768669644505964,17.316699459336633,EN-Alto-2,mixed_voice,0,1,0,0,0,0
D,50.00000000000004,374.05899071983725,0.42045475546074407,1.2424852247792728,EN-Alto-2,mixed_voice,0,1,0,0,0,0
S,119.99999999999989,391.74337965441254,44.1475073444528,119.83749291528397,EN-Alto-2,mixed_voice,0,1,0,0,0,0
AO1,290.00000000000006,524.6858549820724,19.847377220759054,57.073247910684415,EN-Alto-2,mixed_voice,0,1,0,0,0,0
NG,450.00000000000017,556.6677522482015,2.1890582563355956,8.418380616103036,EN-Alto-2,mixed_voice,0,1,0,0,0,0
<AP>,427.99999999999994,551.2256083993383,5.121743349280432,15.068881113675843,EN-Alto-2,mixed_voice,0,0,0,0,0,0
AE1,171.99999999999972,492.1231999104046,2.8678126485548785,9.689040870620374,EN-Alto-2,mixed_voice,0,1,0,0,0,0
N,173.00000000000006,539.9329471216095,16.05935657408061,52.52459547553917,EN-Alto-2,mixed_voice,0,1,0,0,0,1
D,229.99999999999997,548.8516944389374,6.655175720897788,20.920831499210294,EN-Alto-2,mixed_voice,0,1,0,0,0,0
M,153.00000000000003,534.0353887431606,1.8143360181913997,6.234215334277565,EN-Alto-2,mixed_voice,0,1,0,0,0,0
EY1,96.00000000000009,532.0987371007725,5.3670512135976685,14.715361158616588,EN-Alto-2,mixed_voice,0,1,0,0,0,0
IH1,421.0000000000003,416.16064771952097,1.6425320902609117,7.632950669628485,EN-Alto-2,mixed_voice,0,1,0,0,0,0
B,1620.0,388.86317082941326,47.26727607559015,124.12588952601232,EN-Alto-2,mixed_voice,0,1,0,0,0,1
EH1,149.99999999999946,350.37300130325326,0.999540119224349,3.5049490238734506,EN-Alto-2,mixed_voice,0,1,0,0,0,0
T,30.00000000000025,354.1971810319225,0.5310768555601394,1.2167536715825804,EN-Alto-2,mixed_voice,0,1,0,0,0,0
ER0,40.000000000000036,356.9834777795391,1.0330147971875314,2.783111327286747,EN-Alto-2,mixed_voice,0,1,0,0,0,0
<AP>,889.9999999999997,210.62450414150007,147.07281247145886,327.3469261359368,EN-Alto-2,mixed_voice,0,0,0,0,0,0
<SP>,850.0,33.408043738823736,0.9025637632873279,2.1942213033123394,EN-Alto-2,mixed_voice,0,0,0,0,0,0
N,40.000000000000036,292.23292575374006,5.039708327068938,13.29193520748504,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AW1,190.00000000000006,301.54899186778266,2.1898545438283583,5.839758641596632,EN-Alto-2,mixed_voice,1,0,0,0,0,0
DH,69.99999999999984,295.79761656640534,4.662890621575182,13.726733814116983,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AH0,150.00000000000014,307.85164502842605,3.971473778336345,14.785526820499115,EN-Alto-2,mixed_voice,1,0,0,0,0,0
EY1,550.0,394.2591862726864,19.71241599719895,57.86590533978034,EN-Alto-2,mixed_voice,1,0,0,0,0,1
L,39.999999999999815,402.697032396421,1.1931825847953186,3.1617218592999734,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY1,600.0000000000001,388.5097961995128,8.850392178830875,37.31770758331999,EN-Alto-2,mixed_voice,1,0,0,0,0,0
D,30.00000000000025,366.37724548486636,2.5849208688011753,5.954155634434471,EN-Alto-2,mixed_voice,1,0,0,0,0,0
Z,29.999999999999805,372.64880182964686,0.6937430499696796,1.5619190743922786,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IH1,120.00000000000011,311.5057121090837,1.4459824852939178,3.972478786510578,EN-Alto-2,mixed_voice,1,0,0,0,0,0
N,100.00000000000009,315.28611781213965,2.047448575896604,6.439702056214401,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UW0,211.00000000000028,315.09197676636455,2.2515897556135798,7.7747022927927105,EN-Alto-2,mixed_voice,1,0,0,0,0,0
N,60.00000000000006,346.86437697769213,27.195548810301105,59.71942297227696,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AY1,379.9999999999999,411.3315331043338,11.808976931107017,39.31120392830144,EN-Alto-2,mixed_voice,1,0,0,0,0,0
T,50.00000000000027,409.421734759369,9.48302054262359,24.85174892374215,EN-Alto-2,mixed_voice,1,0,0,0,0,0
F,80.00000000000007,417.18247822398905,3.2450274647475417,9.224685584062001,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AO2,699.9999999999993,388.1360976736701,15.257468923894379,60.70060712748233,EN-Alto-2,mixed_voice,1,0,0,0,0,0
L,100.00000000000054,349.09968189912,1.662257840336253,4.664019732002259,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AE1,80.00000000000007,304.78970089723947,1.0647000845272048,3.4532786078730737,EN-Alto-2,mixed_voice,1,0,0,0,0,0
N,129.9999999999999,305.5150292400917,3.576138476262955,9.909832554960303,EN-Alto-2,mixed_voice,1,0,0,0,0,0
D,40.000000000000036,294.0228773370831,3.1235801996273476,7.612625342067361,EN-Alto-2,mixed_voice,1,0,0,0,0,0
Y,49.99999999999982,306.98906096044595,2.187619075419266,6.3484533335727065,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UH1,99.99999999999964,310.2838107809666,0.9611949073618992,2.4265798970037054,EN-Alto-2,mixed_voice,1,0,0,0,0,0
R,30.00000000000025,309.551483988447,0.8414607215855684,1.889967533642448,EN-Alto-2,mixed_voice,1,0,0,0,0,0
N,120.00000000000011,323.40390839928256,15.855337416987286,56.77320990495616,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AA1,400.00000000000034,404.97917481448974,13.824060480766088,46.28370979521554,EN-Alto-2,mixed_voice,1,0,0,0,0,0
T,39.99999999999915,409.91032167755753,1.9524682392069819,4.688321293573495,EN-Alto-2,mixed_voice,1,0,0,0,0,0
HH,120.00000000000011,403.8406177190269,21.137356544209243,56.55751278476873,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY1,700.0000000000002,366.0833481977749,14.358077651856158,39.00479060907975,EN-Alto-2,mixed_voice,1,0,0,0,0,1
R,100.99999999999997,353.38024814145473,2.4384197557557337,7.841969375255587,EN-Alto-2,mixed_voice,1,0,0,0,0,1
T,70.00000000000028,315.3085615486697,28.28937845523249,61.44758244397303,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UW1,169.99999999999994,305.9546363036325,3.594507754091107,12.112857825118624,EN-Alto-2,mixed_voice,1,0,0,0,0,0
G,70.00000000000028,288.0624063706666,19.590773283439773,48.42721601053705,EN-Alto-2,mixed_voice,1,0,0,0,0,0
EH1,199.9999999999993,305.4295560198973,1.9800983878798795,8.700443742465893,EN-Alto-2,mixed_voice,1,0,0,0,0,0
M,90.00000000000074,301.80616159171785,7.087267990709909,18.69512865777557,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY1,99.99999999999964,313.59028152131856,3.837778889392727,13.682322937421759,EN-Alto-2,mixed_voice,1,0,0,0,0,0
TH,150.00000000000034,332.8843031383128,55.035082401209515,118.71313054048318,EN-Alto-2,mixed_voice,1,0,0,0,0,0
R,29.99999999999936,412.5596803567915,0.6103493604888071,1.475791599199681,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UW1,390.00000000000057,448.8475371037456,17.14102733369725,49.599536095819474,EN-Alto-2,mixed_voice,1,0,0,0,0,1
IH1,109.99999999999943,453.7574039297124,4.9733154102024715,14.77601634971478,EN-Alto-2,mixed_voice,1,0,0,0,0,0
T,40.000000000000924,426.2242893065657,11.880755329744632,25.484460167851182,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AA1,429.9999999999997,399.6661881967787,7.694777449764175,23.765223979807217,EN-Alto-2,mixed_voice,1,0,0,0,0,0
L,39.99999999999915,393.1651098797305,0.3130338758343408,0.7960592011872336,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AY1,110.00000000000121,295.4986196744283,1.4654181979520096,4.299298030721616,EN-Alto-2,mixed_voice,1,0,0,0,0,0
L,149.99999999999858,300.7150609856231,5.5191119524972185,17.253834249153954,EN-Alto-2,mixed_voice,1,0,0,0,0,0
EH1,150.00000000000034,308.8157364860626,1.8235967537221511,7.7145067066597335,EN-Alto-2,mixed_voice,1,0,0,0,0,0
M,130.0000000000008,305.9558023487019,3.6784422990122256,13.852080234576988,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AY1,160.00000000000014,310.46979212386196,3.883955054792594,15.968764736778724,EN-Alto-2,mixed_voice,1,0,0,0,0,0
G,109.99999999999943,343.84623950693725,41.893875656716524,93.51238729704426,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AA1,359.99999999999943,410.39560358081565,9.877200503986282,30.347052409355285,EN-Alto-2,mixed_voice,1,0,0,0,0,1
R,70.00000000000028,417.4132118826597,0.9482217017715546,3.0477298873561836,EN-Alto-2,mixed_voice,1,0,0,0,0,0
D,101.00000000000087,411.6094752517268,3.4052773251874067,9.040127077005081,EN-Alto-2,mixed_voice,1,0,0,0,0,0
D,29.99999999999936,406.6391352733701,0.3141561833099351,0.7392451451254942,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AW1,419.99999999999994,398.92804005413797,3.0422998606567266,13.537651140452965,EN-Alto-2,mixed_voice,1,0,0,0,0,0
N,29.99999999999936,393.3377905126113,0.22263394369726033,0.5266922762771742,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AY1,270.0,246.79862547113134,5.2726121367892,19.1922109259105,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
