clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis
EN-Tenor-1__vibrato__speech__0010,EN-Tenor-1,vibrato,speech,when the sun goes down and the band won't play <SP> i'll always,when the sun goes down in the bear on play i always
EN-Tenor-1__vibrato__speech__0002,EN-Tenor-1,vibrato,speech,like california gold <SP> you found the light in me that i couldn't find,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__vibrato__speech__0011,EN-Tenor-1,vibrato,speech,remember us this way <SP> way <SP>,remember us this way way
EN-Tenor-1__vibrato__speech__0007,EN-Tenor-1,vibrato,speech,remember us this way oh yeah <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__vibrato__speech__0005,EN-Tenor-1,vibrato,speech,every time we say goodbye baby it hurts <SP> when the sun goes down,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__vibrato__speech__0004,EN-Tenor-1,vibrato,speech,the part of me that's you will never die <SP> so when i'm all choked up <SP> but <SP> i can't find the words <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__vibrato__speech__0012,EN-Tenor-1,vibrato,speech,when you look at me and the whole world fades,when you look at me and the howar face
EN-Tenor-1__vibrato__speech__0008,EN-Tenor-1,vibrato,speech,i don't wanna be just a memory baby yeah <SP> so when i'm all choked up <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__vibrato__speech__0009,EN-Tenor-1,vibrato,speech,but i can't find the words every time we say goodbye baby it hurts <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Tenor-1__vibrato__speech__0001,EN-Tenor-1,vibrato,speech,i wanna catch on fire <SP> it's <SP> buried in my soul,ot do you need more either something else you are searching for
EN-Tenor-1__vibrato__speech__0000,EN-Tenor-1,vibrato,speech,<SP> that arizona sky burning in your eyes <SP> you look at me and babe <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__vibrato__speech__0013,EN-Tenor-1,vibrato,speech,i'll always <SP> remember us this way,i always rememberers this way
EN-Tenor-1__vibrato__speech__0003,EN-Tenor-1,vibrato,speech,<SP> but all i really know you're where i wanna go <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__vibrato__speech__0006,EN-Tenor-1,vibrato,speech,and the band won't play <SP> i'll always <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__vibrato__speech__0010,EN-Tenor-1,vibrato,speech,<SP> oh i remember you driving to my house in the middle of <SP> the night <SP> i'm the one who makes you laugh when you know you're about to cry <SP>,when the sun goes down in the bear on play i always
EN-Tenor-1__vibrato__speech__0002,EN-Tenor-1,vibrato,speech,i'm in the room it's a typical tuesday night <SP> i'm listening to the kind of music <SP> she doesn't like <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__vibrato__speech__0011,EN-Tenor-1,vibrato,speech,i know your favorite songs and you tell me about your dreams <SP> think i know where you belong i think i know it's with me <SP>,remember us this way way
EN-Tenor-1__vibrato__speech__0007,EN-Tenor-1,vibrato,speech,see <SP> you belong with me,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__vibrato__speech__0005,EN-Tenor-1,vibrato,speech,dreaming about the day <SP> when you wake up and find that <SP> what <SP> you're looking for has been here the whole time <SP> if you could see that i'm,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__vibrato__speech__0004,EN-Tenor-1,vibrato,speech,<SP> she wears high heels <SP> i wear sneakers <SP> she's <SP> cheer captain <SP> and i'm on the <SP> bleachers <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__vibrato__speech__0012,EN-Tenor-1,vibrato,speech,can't you see that i'm the one who understands you <SP> been here all along <SP> so why can't you,when you look at me and the howar face
EN-Tenor-1__vibrato__speech__0008,EN-Tenor-1,vibrato,speech,standing by and waiting at your back door <SP> all this time how could you not know baby <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__vibrato__speech__0009,EN-Tenor-1,vibrato,speech,you belong with me <SP> you belong with me,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Tenor-1__vibrato__speech__0001,EN-Tenor-1,vibrato,speech,cause <SP> she doesn't <SP> get your humor like i do <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__vibrato__speech__0000,EN-Tenor-1,vibrato,speech,<SP> you're on the phone with your girlfriend she's upset <SP> she's <SP> going off about something that you said,tell me something gir are you happy in this modern world
EN-Tenor-1__vibrato__speech__0013,EN-Tenor-1,vibrato,speech,see <SP> you belong with me <SP>,i always rememberers this way
EN-Tenor-1__vibrato__speech__0003,EN-Tenor-1,vibrato,speech,and she'll never know your story like i <SP> do <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__vibrato__speech__0006,EN-Tenor-1,vibrato,speech,the one who understands you <SP> been here all along <SP> so why can't you,in all the good harms i found myself loning for change and in the bad hams i fear myself
EN-Tenor-1__vibrato__speech__0010,EN-Tenor-1,vibrato,speech,makes me feel like i can't live without you <SP> it takes me all the way <SP>,when the sun goes down in the bear on play i always
EN-Tenor-1__vibrato__speech__0002,EN-Tenor-1,vibrato,speech,he said <SP> if you dare come a little closer <SP>,unfalling in all the good harms i found myself loning for tange
EN-Tenor-1__vibrato__speech__0011,EN-Tenor-1,vibrato,speech,i want you to stay <SP>,remember us this way way
EN-Tenor-1__vibrato__speech__0007,EN-Tenor-1,vibrato,speech,funny <SP> all the broken ones <SP> but i'm the only one who needed saving <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Tenor-1__vibrato__speech__0005,EN-Tenor-1,vibrato,speech,<SP> oh the reason i hold on <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__vibrato__speech__0004,EN-Tenor-1,vibrato,speech,oh now tell me now tell me now tell me now you know <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__vibrato__speech__0008,EN-Tenor-1,vibrato,speech,cause when you never see the lights <SP> it's hard to know which one of us is <SP> caving <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__vibrato__speech__0009,EN-Tenor-1,vibrato,speech,not really sure how to feel about it <SP> something in the way you move <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Tenor-1__vibrato__speech__0001,EN-Tenor-1,vibrato,speech,i threw my hands in the air <SP> said show me something <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__vibrato__speech__0000,EN-Tenor-1,vibrato,speech,<SP> all along it was a fever <SP> a cold sweat hot headed believers <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__vibrato__speech__0003,EN-Tenor-1,vibrato,speech,round and around and around and <SP> around we go <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__vibrato__speech__0006,EN-Tenor-1,vibrato,speech,oh cause i need this hole gone <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__vibrato__speech__0002,EN-Tenor-1,vibrato,speech,see how i leave every piece of you <SP> don't underestimate <SP> the things <SP> that <SP> i will do <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__vibrato__speech__0007,EN-Tenor-1,vibrato,speech,rolling in the deep <SP> you had my heart inside of your hand <SP> but <SP> you played it with a beating <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__vibrato__speech__0005,EN-Tenor-1,vibrato,speech,you had my heart inside of your hand <SP> and you played it,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__vibrato__speech__0004,EN-Tenor-1,vibrato,speech,<SP> we could've had it all <SP> rolling in the deep <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__vibrato__speech__0001,EN-Tenor-1,vibrato,speech,finally <SP> i can see you crystal clear <SP> go ahead and sell me out <SP> and i'll lay your ship <SP> <SP> bare <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__vibrato__speech__0000,EN-Tenor-1,vibrato,speech,<SP> there's a fire <SP> starting in my heart <SP> reaching a fever pitch and bringing me out the dark <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__vibrato__speech__0003,EN-Tenor-1,vibrato,speech,there's a fire starting in my heart <SP> reaching a fever pitch <SP> and <SP> <SP> bringing me out the dark <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__vibrato__speech__0006,EN-Tenor-1,vibrato,speech,to the beat <SP> could've had it all <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__vibrato__speech__0010,EN-Tenor-1,vibrato,speech,<SP> think i forgot <SP> how to be happy something i'm not <SP>,when the sun goes down in the bear on play i always
EN-Tenor-1__vibrato__speech__0002,EN-Tenor-1,vibrato,speech,what i was <SP> made for <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__vibrato__speech__0011,EN-Tenor-1,vibrato,speech,but something i can be <SP> something i wait for,remember us this way way
EN-Tenor-1__vibrato__speech__0007,EN-Tenor-1,vibrato,speech,i don't know feel but i wanna try <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__vibrato__speech__0005,EN-Tenor-1,vibrato,speech,just something you paid for <SP> what was i made for,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__vibrato__speech__0004,EN-Tenor-1,vibrato,speech,taking a drive i was an ideal <SP> looked so alive <SP> turns out <SP> i'm not real <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__vibrato__speech__0012,EN-Tenor-1,vibrato,speech,something i'm made for something i'm made for,when you look at me and the howar face
EN-Tenor-1__vibrato__speech__0008,EN-Tenor-1,vibrato,speech,i don't know how to feel <SP> but someday i might <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__vibrato__speech__0009,EN-Tenor-1,vibrato,speech,someday i might,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Tenor-1__vibrato__speech__0001,EN-Tenor-1,vibrato,speech,i used to know but i'm not sure now <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__vibrato__speech__0000,EN-Tenor-1,vibrato,speech,<SP> i used to float now i just fall down <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__vibrato__speech__0003,EN-Tenor-1,vibrato,speech,what was i <SP> made for <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__vibrato__speech__0006,EN-Tenor-1,vibrato,speech,cause <SP> i <SP>,in all the good harms i found myself loning for change and in the bad hams i fear myself
EN-Tenor-1__vibrato__speech__0010,EN-Tenor-1,vibrato,speech,hold on to spinning around <SP> confetti falls to the ground <SP> may these memories break our fall,when the sun goes down in the bear on play i always
EN-Tenor-1__vibrato__speech__0002,EN-Tenor-1,vibrato,speech,we were the kings and the queens <SP> and they read off our names <SP>,unfalling in all the good harms i found myself loning for tange
EN-Tenor-1__vibrato__speech__0007,EN-Tenor-1,vibrato,speech,i was screaming long live <SP> all the magic we made <SP> and bring on all the pretenders <SP> i'm not afraid <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Tenor-1__vibrato__speech__0005,EN-Tenor-1,vibrato,speech,it was the end of a decade <SP> but the start of an age <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__vibrato__speech__0004,EN-Tenor-1,vibrato,speech,you held your head <SP> like a hero <SP> on a history book page <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__vibrato__speech__0008,EN-Tenor-1,vibrato,speech,long live <SP> all the mountains we moved <SP> i had the time of my life fighting dragons with you <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__vibrato__speech__0009,EN-Tenor-1,vibrato,speech,i was screaming long live <SP> that look on your face <SP> and bring on all the pretenders one day <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Tenor-1__vibrato__speech__0001,EN-Tenor-1,vibrato,speech,the time we stood with <SP> our shaking hands <SP> the crowds in the stands went wild <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__vibrato__speech__0000,EN-Tenor-1,vibrato,speech,i said remember this moment <SP> in the back of my mind <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__vibrato__speech__0003,EN-Tenor-1,vibrato,speech,the night you danced <SP> like you knew our lives <SP> would never be the same <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__vibrato__speech__0006,EN-Tenor-1,vibrato,speech,long live the walls we crashed through <SP> all the kingdom lights shined just for me and you <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__mixed_voice__speech__0010,EN-Tenor-1,mixed_voice,speech,in the shallow shallow <SP> in the shallow shallow shallow <SP>,when the sun goes down in the bear on play i always
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,for <SP> i'm falling in all the good times i find myself longing,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0011,EN-Tenor-1,mixed_voice,speech,in the shallow shallow <SP> we're far from the shallow now <SP>,remember us this way way
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,for change <SP> and in the bad times <SP> i fear myself <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,or do you need more <SP> ain't it <SP> hard keeping it so hardcore <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,tell me something boy <SP> aren't you tired tryna fill that void <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,<SP> i'm off the deep end <SP> watch as i dive in <SP> i'll never meet the ground <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0009,EN-Tenor-1,mixed_voice,speech,crash through the surface where they can't hurt us <SP> we're far from the shallow now <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,or do you need more is there something you're searching,ot do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> tell me something girl are you happy in this modern world,tell me something gir are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,for change <SP> and in the bad times i fear myself,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,i'm falling in all the good times i find myself longing,in all the good harms i found myself loning for change and in the bad hams i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,<SP> unconditional unconditionally <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,unconditionally so open up your heart <SP> and just let it begin <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,there is no fear now let go and just be free <SP> i will love you,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,really on the inside <SP> all your insecurities all the dirty laundry <SP> never made me blink one time,ot do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> oh no did i get too close <SP> oh did i almost see what's,tell me something gir are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,i will love you unconditionally,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,open up your heart and just let it begin <SP> open up your heart and just let it begin open up your heart,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,we're like diamonds in the sky i knew that <SP> we'd become one right away,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,shine bright like a diamond shining bright like a diamond <SP> we're beautiful like diamonds in the sky <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,we're beautiful like diamonds in the sky <SP> eye to eye,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> so shine bright <SP> tonight <SP> you and i,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,shine bright like a diamond shine bright like a diamond shining bright like a diamond we're beautiful like diamonds in the sky,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,we're like diamonds in the sky <SP> you're a shooting star i see a vision of ecstasy when you hold me i'm alive <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,find light in the beautiful sea i choose to be happy you and i you and i,tell me something gir are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,oh right away <SP> at first sight i felt the energy of sun rays <SP> i saw the life inside your eyes,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,so alive we're beautiful like diamonds in the sky <SP> shine bright like a diamond,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,all i can say is <SP> it was enchanting to meet you <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,wondering <SP> if you knew <SP>,and the hear keeping ne so hock oer i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,blushing all the way home <SP> i'll spend forever,un to tire to tryin a feel tho wod or doin me more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,walls of insincerity <SP> shifting <SP> eyes and vacancy <SP> vanished when i saw your face <SP>,or do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> there i was again tonight <SP> forcing laughter faking smiles <SP> same old tired <SP> lonely place <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> this night is sparkling <SP> don't you let it go <SP> i'm wonderstruck,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,to pack us up <SP> and leave me with it <SP> holding <SP> all this love <SP> out here in the hall <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,you were my town <SP> now i'm in exile seeing you out <SP> i think i've seen this film before <SP> so <SP> i'm leaving out the side door <SP>,and the hear keeping ne so hock oer i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,you're not my homeland anymore <SP> so what am i defending now <SP>,un to tired to tryin a feel tho wod or doin me more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,laughing but the joke's <SP> not funny at all <SP> and it took you five whole minutes <SP>,or do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> i can see you standing honey <SP> with his arms around your body <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> i think i've seen this film before <SP> and i didn't like the ending <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,i been under scrutiny yeah oh yeah <SP> you handle it beautifully yeah oh yeah <SP> all this shit is new to me yeah oh yeah <SP>,unfalling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,get it off my desk <SP> talk your <SP> talk and go viral <SP> i just need this <SP> love spiral get it off your chest <SP> get it off my desk <SP>,don't you let it go i'm wonder strock dancing round her all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,i just wanna stay in that lavender haze <SP> the lavender haze <SP>,and the hear keeping ne so hack oer i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,i'm damned <SP> if i do give a damn what people say <SP> no deal <SP> the 950s shit <SP> they want from me <SP>,un to tired to tryin a feel tho wod or doin me more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,and you don't really read into <SP> my melancholia <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> meet me at midnight <SP> staring the ceiling with you <SP> oh <SP> you don't ever say too much <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> i feel the lavender haze creeping up on me <SP> surreal <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,talk your talk <SP> and go viral <SP> i just need this love spiral <SP> get it off your chest <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,but <SP> this is gonna take me down <SP> he's so tall and handsome as hell <SP> he's so bad <SP> but <SP> does it so well <SP> i can see the end <SP> as it begins <SP> my one condition is,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,someday when you leave me i bet these memories follow you around <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,wildest dreams <SP> wildest dreams <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,red lips and rosy cheeks <SP> say you'll see me again <SP> even <SP> if <SP> it's just in your,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,you'll see me in hindsight tangled up with <SP> you all night burning it down <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0009,EN-Tenor-1,mixed_voice,speech,someday when you leave me i bet these memories <SP> follow you around,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,i thought <SP> heaven can't help me now <SP> nothing lasts forever <SP>,ot do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> he said <SP> let's get out of this town <SP> drive <SP> out of the city <SP> away from the crowds <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> say you'll remember me standing in a nice dress <SP> staring at the sunset babe <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,you'll see me in hindsight <SP> tangled up with you all night <SP> burning it down <SP>,in all the good harms i found myself loning for change and in the bad hams i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,without me <SP> and he's long gone when he's next to me and i realize the blame is on me <SP>,unfalling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,trouble trouble trouble and the saddest fear comes creeping in <SP> that you never loved me <SP> or her or anyone or anything <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,so shame on me now flew me to places <SP> i'd never been <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,till you put me down <SP> oh <SP> i knew you were trouble when you walked in <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,you found me you found me <SP> i guess you didn't care and i guess i liked that <SP> and when i fell hard you took a step back <SP> without me without me,ot do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,once upon a time a few mistakes ago i was in your sights you got me alone you found me,tell me something gir are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> i knew you were trouble when you walked in so shame on me now <SP> flew me to places <SP> i'd never been <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,now <SP> i'm lying on the cold hard ground <SP> trouble trouble <SP> trouble,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,busier than ever <SP> we small talk <SP> work and the weather <SP> your guard is up <SP> and i know why <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,had when you were mine <SP> i go back to december <SP> turn <SP> around and make it alright <SP> i go back to december all the time <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,that night <SP> and i go back to december all the time <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> this is me swallowing my pride <SP> standing in front of you saying <SP> i'm sorry for,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,i haven't seen them in a while <SP> you've been good,ot do you need more either something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> i'm so glad you made time to see me how's life <SP> tell me how's your family <SP>,tell me something gir are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,because the last time you saw me is still burned in back of your mind <SP> you gave me roses and i left them there to die <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,it turns <SP> out freedom ain't nothing <SP> but missing you <SP> wishing i'd realized what i,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Tenor-1__mixed_voice__speech__0010,EN-Tenor-1,mixed_voice,speech,that you could be faithful to me <SP> let's,when the sun goes down in the bear on play i always
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,you look so dumb right now <SP> standin outside my house <SP>,unfolling in all the good harms i found myself loning for tange
EN-Tenor-1__mixed_voice__speech__0011,EN-Tenor-1,mixed_voice,speech,hear your speech out <SP> how about a round of applause <SP> a standin ovation,remember us this way way
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,but now it's time to go curtain's finally closin <SP> that was quite a show very entertainin <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,baby when i know you're only sorry you got caught <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,please <SP> just cut it out <SP> don't tell me you're sorry cause you're not <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,but it's over now go on and take a bow ohh <SP>,i spend forever wondering if you knew i was enchanted to meet you
